product_id,product_name,category,brand,description,price,marketplace,rating,terjual,tanggal_upload
SK00537,Toner Hydrating Azarine Best Seller,Skincare & Kecantikan,Azarine,"Toner Hydrating dari Azarine, tekstur ringan cepat meresap tidak lengket di kulit.",126500,Tokopedia,3.8,21444,2021-01-26
PR01250,Keset Kaki Claris Terbaru,Peralatan Rumah,Claris,"Keset Kaki dari Claris, praktis multifungsi memudahkan pekerjaan rumah tangga.",359000,Tokopedia,4.9,6727,2025-01-16
FW00333,Rok Plisket Colorbox,Fashion Wanita,Colorbox,"Rok Plisket dari Colorbox, desain feminim elegan cocok untuk kerja maupun jalan.",370500,Tokopedia,4.2,32,2025-01-28
GA00786,Powerbank 10000mAh Aukey Original,Gadget & Aksesoris HP,Aukey,"Powerbank 10000mAh dari Aukey, kualitas original bergaransi resmi dan awet.",317000,Shopee,4.0,8,2021-06-10
FP00180,Polo Shirt Ouval Original,Fashion Pria,Ouval,"Polo Shirt dari Ouval, model slim fit kekinian cocok untuk anak muda.",206500,Tokopedia,4.0,95,2023-10-10
OO01547,Botol Minum Sport League Terbaru,Olahraga & Outdoor,League,"Botol Minum Sport dari League, desain ergonomis anti selip aman digunakan.",509000,TikTok Shop,4.1,20,2019-07-12
PR01002,Tempat Sampah IKEA Premium,Peralatan Rumah,IKEA,"Tempat Sampah dari IKEA, praktis multifungsi memudahkan pekerjaan rumah tangga.",101500,Shopee,4.4,2139,2024-05-13
FW00456,Rok Plisket Colorbox Edisi Spesial,Fashion Wanita,Colorbox,"Rok Plisket dari Colorbox, bahan adem jatuh dan nyaman untuk aktivitas seharian.",202500,Tokopedia,4.7,486,2019-04-22
MM01872,Teh Celup Premium Tango,Makanan & Minuman,Tango,"Teh Celup Premium dari Tango, tanpa pengawet berbahaya aman dikonsumsi keluarga.",161500,Tokopedia,4.1,4346,2025-12-16
FW00327,Kemeja Oversize Elzatta Terbaru,Fashion Wanita,Elzatta,"Kemeja Oversize dari Elzatta, model korean style yang sedang tren dan kekinian.",146000,Shopee,4.7,4942,2021-09-27
FW00399,Tunik Muslim Elzatta Terbaru,Fashion Wanita,Elzatta,"Tunik Muslim dari Elzatta, bahan adem jatuh dan nyaman untuk aktivitas seharian.",274500,Tokopedia,4.9,9,2024-04-02
MM01823,Snack Rumput Laut Nabati Premium,Makanan & Minuman,Nabati,"Snack Rumput Laut dari Nabati, tanpa pengawet berbahaya aman dikonsumsi keluarga.",91500,Shopee,4.0,22935,2019-04-11
FW00425,Midi Dress Colorbox Best Seller,Fashion Wanita,Colorbox,"Midi Dress dari Colorbox, warna pastel lembut mudah dipadupadankan.",336000,TikTok Shop,4.6,6949,2024-12-23
IB01420,Selimut Bayi Pigeon Best Seller,Ibu & Bayi,Pigeon,"Selimut Bayi dari Pigeon, desain lucu dengan kualitas premium terpercaya.",142500,Shopee,4.4,26441,2022-08-27
SK00641,Serum Vitamin C Somethinc,Skincare & Kecantikan,Somethinc,"Serum Vitamin C dari Somethinc, membantu mengatasi jerawat dan menyamarkan noda hitam.",143500,Shopee,4.1,576,2019-07-23
OO01619,Dumbbell Set Mills Premium,Olahraga & Outdoor,Mills,"Dumbbell Set dari Mills, desain ergonomis anti selip aman digunakan.",516500,Tokopedia,4.6,232,2019-10-17
GA00772,Holder HP Mobil Hippo Edisi Spesial,Gadget & Aksesoris HP,Hippo,"Holder HP Mobil dari Hippo, suara jernih bass mantap cocok untuk gaming dan musik.",389500,Shopee,4.6,14,2024-06-01
PR01186,Gantungan Baju IKEA Premium,Peralatan Rumah,IKEA,"Gantungan Baju dari IKEA, bahan kuat tahan lama dan mudah dibersihkan.",96000,TikTok Shop,4.1,26,2021-09-08
SK00673,Micellar Water Azarine Premium,Skincare & Kecantikan,Azarine,"Micellar Water dari Azarine, aman untuk kulit sensitif dan sudah bpom terdaftar.",100500,Shopee,4.4,11,2025-04-24
SK00720,Toner Hydrating Emina Terbaru,Skincare & Kecantikan,Emina,"Toner Hydrating dari Emina, membantu mengatasi jerawat dan menyamarkan noda hitam.",92500,TikTok Shop,3.9,1708,2020-05-08
IB01286,Selimut Bayi Mothercare,Ibu & Bayi,Mothercare,"Selimut Bayi dari Mothercare, daya serap tinggi membuat bayi nyaman sepanjang hari.",294000,Tokopedia,4.4,7,2025-06-07
GA00799,Powerbank 10000mAh JETE Premium,Gadget & Aksesoris HP,JETE,"Powerbank 10000mAh dari JETE, kualitas original bergaransi resmi dan awet.",404000,Shopee,4.0,32,2023-06-01
SK00588,Sunscreen SPF 50 Emina Original,Skincare & Kecantikan,Emina,"Sunscreen SPF 50 dari Emina, membantu mengatasi jerawat dan menyamarkan noda hitam.",110000,Shopee,4.2,1858,2024-08-07
OO01649,Sepatu Running Consina Edisi Spesial,Olahraga & Outdoor,Consina,"Sepatu Running dari Consina, bahan berkualitas tahan lama untuk aktivitas outdoor.",496500,Shopee,4.8,32,2023-12-05
IB01460,Tisu Basah Libby Edisi Spesial,Ibu & Bayi,Libby,"Tisu Basah dari Libby, daya serap tinggi membuat bayi nyaman sepanjang hari.",107000,Shopee,4.1,87,2023-10-15
IB01394,Baju Bayi Newborn Sweety Original,Ibu & Bayi,Sweety,"Baju Bayi Newborn dari Sweety, lembut dan aman untuk kulit sensitif bayi.",89500,Shopee,4.8,41,2024-07-22
IB01393,Bantal Peang Cussons Baby Terbaru,Ibu & Bayi,Cussons Baby,"Bantal Peang dari Cussons Baby, daya serap tinggi membuat bayi nyaman sepanjang hari.",59000,Shopee,4.2,7441,2019-12-20
GA00771,Headset Gaming Baseus Terbaru,Gadget & Aksesoris HP,Baseus,"Headset Gaming dari Baseus, pengisian cepat kcompatibel untuk semua tipe hp.",396000,TikTok Shop,3.8,317,2019-05-13
FW00274,Midi Dress Vanilla Hijab Premium,Fashion Wanita,Vanilla Hijab,"Midi Dress dari Vanilla Hijab, bahan adem jatuh dan nyaman untuk aktivitas seharian.",282500,Shopee,4.6,2678,2024-10-17
MM01897,Kacang Panggang Kapal Api Best Seller,Makanan & Minuman,Kapal Api,"Kacang Panggang dari Kapal Api, kemasan praktis cocok untuk stok camilan di rumah.",132000,TikTok Shop,4.1,217,2024-09-26
SK00607,Eye Cream MS Glow Original,Skincare & Kecantikan,MS Glow,"Eye Cream dari MS Glow, membantu mengatasi jerawat dan menyamarkan noda hitam.",130500,TikTok Shop,4.4,26247,2021-09-03
PR01233,Rak Serbaguna Claris Terbaru,Peralatan Rumah,Claris,"Rak Serbaguna dari Claris, praktis multifungsi memudahkan pekerjaan rumah tangga.",238000,TikTok Shop,5.0,4950,2019-09-11
OO01620,Sarung Tangan Gym Eiger,Olahraga & Outdoor,Eiger,"Sarung Tangan Gym dari Eiger, bahan berkualitas tahan lama untuk aktivitas outdoor.",382500,Shopee,4.8,11909,2024-06-13
GA00779,Powerbank 10000mAh Robot Original,Gadget & Aksesoris HP,Robot,"Powerbank 10000mAh dari Robot, pengisian cepat kcompatibel untuk semua tipe hp.",382000,Tokopedia,4.2,4662,2023-05-07
OO01597,Botol Minum Sport Eiger Edisi Spesial,Olahraga & Outdoor,Eiger,"Botol Minum Sport dari Eiger, ringan nyaman dan mendukung performa saat berolahraga.",199500,TikTok Shop,3.8,63,2021-11-18
GA00805,Powerbank 10000mAh Hippo Original,Gadget & Aksesoris HP,Hippo,"Powerbank 10000mAh dari Hippo, pengisian cepat kcompatibel untuk semua tipe hp.",140000,TikTok Shop,4.3,214,2020-02-23
SK00595,Cushion Matte Avoskin Best Seller,Skincare & Kecantikan,Avoskin,"Cushion Matte dari Avoskin, membantu mengatasi jerawat dan menyamarkan noda hitam.",35000,TikTok Shop,3.8,25600,2022-01-11
FW00268,Cardigan Rajut Nona Edisi Spesial,Fashion Wanita,Nona,"Cardigan Rajut dari Nona, bahan adem jatuh dan nyaman untuk aktivitas seharian.",103000,Tokopedia,4.4,22401,2020-08-06
SK00647,Cushion Matte Somethinc Edisi Spesial,Skincare & Kecantikan,Somethinc,"Cushion Matte dari Somethinc, tekstur ringan cepat meresap tidak lengket di kulit.",232500,Tokopedia,4.5,4357,2023-07-19
OO01539,Tas Ransel Gunung Mills,Olahraga & Outdoor,Mills,"Tas Ransel Gunung dari Mills, ringan nyaman dan mendukung performa saat berolahraga.",424500,Shopee,4.2,3,2020-05-21
FP00239,Celana Jeans Greenlight Best Seller,Fashion Pria,Greenlight,"Celana Jeans dari Greenlight, desain simpel elegan untuk gaya kasual maupun formal.",285500,Tokopedia,4.5,7074,2024-04-13
FP00140,Polo Shirt Erigo Edisi Spesial,Fashion Pria,Erigo,"Polo Shirt dari Erigo, model slim fit kekinian cocok untuk anak muda.",316000,Shopee,3.9,241,2021-05-08
IB01498,Sepatu Prewalker Mothercare Terbaru,Ibu & Bayi,Mothercare,"Sepatu Prewalker dari Mothercare, daya serap tinggi membuat bayi nyaman sepanjang hari.",132000,Shopee,3.9,21819,2023-09-07
IB01355,Popok Bayi Libby Best Seller,Ibu & Bayi,Libby,"Popok Bayi dari Libby, desain lucu dengan kualitas premium terpercaya.",268000,TikTok Shop,3.9,4646,2025-06-18
GA00962,Charger Fast Charging Anker Best Seller,Gadget & Aksesoris HP,Anker,"Charger Fast Charging dari Anker, suara jernih bass mantap cocok untuk gaming dan musik.",77500,TikTok Shop,4.5,17,2024-10-21
GA00758,Headset Gaming Baseus Premium,Gadget & Aksesoris HP,Baseus,"Headset Gaming dari Baseus, kualitas original bergaransi resmi dan awet.",90500,Tokopedia,4.2,5342,2020-07-18
OO01648,Sarung Tangan Gym Adidas,Olahraga & Outdoor,Adidas,"Sarung Tangan Gym dari Adidas, desain ergonomis anti selip aman digunakan.",289500,TikTok Shop,4.8,3512,2022-06-10
GA00978,Headset Gaming Vivan Edisi Spesial,Gadget & Aksesoris HP,Vivan,"Headset Gaming dari Vivan, pengisian cepat kcompatibel untuk semua tipe hp.",457000,Tokopedia,4.5,4534,2022-09-12
PR01093,Gantungan Baju IKEA Original,Peralatan Rumah,IKEA,"Gantungan Baju dari IKEA, desain minimalis hemat tempat cocok untuk rumah modern.",181500,Shopee,4.1,20317,2023-12-05
GA00910,Headset Gaming Anker Original,Gadget & Aksesoris HP,Anker,"Headset Gaming dari Anker, desain premium ringan dan mudah dibawa kemana saja.",198000,Shopee,4.0,467,2022-06-13
PR01178,Gantungan Baju Greebel Original,Peralatan Rumah,Greebel,"Gantungan Baju dari Greebel, desain minimalis hemat tempat cocok untuk rumah modern.",240500,Tokopedia,4.0,10840,2020-08-12
SK00576,Facial Wash Azarine Best Seller,Skincare & Kecantikan,Azarine,"Facial Wash dari Azarine, mencerahkan dan melembapkan kulit wajah secara efektif.",145500,TikTok Shop,4.1,400,2022-11-20
OO01591,Dumbbell Set Eiger Premium,Olahraga & Outdoor,Eiger,"Dumbbell Set dari Eiger, bahan berkualitas tahan lama untuk aktivitas outdoor.",431000,Shopee,4.8,20418,2025-12-23
PR01068,Toples Kedap Udara Lion Star Best Seller,Peralatan Rumah,Lion Star,"Toples Kedap Udara dari Lion Star, bahan kuat tahan lama dan mudah dibersihkan.",343000,Tokopedia,3.9,22014,2023-08-25
GA00935,TWS Bluetooth Anker Premium,Gadget & Aksesoris HP,Anker,"TWS Bluetooth dari Anker, desain premium ringan dan mudah dibawa kemana saja.",69000,TikTok Shop,4.4,180,2022-01-27
FP00137,Polo Shirt Wrangler Premium,Fashion Pria,Wrangler,"Polo Shirt dari Wrangler, bahan katun premium adem nyaman dipakai harian.",316500,Shopee,4.6,1145,2019-01-12
MM01858,Teh Celup Premium Silverqueen Premium,Makanan & Minuman,Silverqueen,"Teh Celup Premium dari Silverqueen, kualitas premium dengan cita rasa khas nusantara.",22000,Tokopedia,4.4,4,2025-04-27
MM01832,Snack Rumput Laut Kapal Api Terbaru,Makanan & Minuman,Kapal Api,"Snack Rumput Laut dari Kapal Api, rasa gurih dan enak dibuat dari bahan pilihan.",37500,Tokopedia,4.6,773,2022-07-01
FP00063,Celana Cargo Nevada Terbaru,Fashion Pria,Nevada,"Celana Cargo dari Nevada, model slim fit kekinian cocok untuk anak muda.",140500,Shopee,3.8,71,2020-01-16
FW00284,Midi Dress Colorbox Premium,Fashion Wanita,Colorbox,"Midi Dress dari Colorbox, desain feminim elegan cocok untuk kerja maupun jalan.",324000,Shopee,4.0,1,2025-09-11
MM01949,Minuman Serbuk Dua Kelinci Original,Makanan & Minuman,Dua Kelinci,"Minuman Serbuk dari Dua Kelinci, tanpa pengawet berbahaya aman dikonsumsi keluarga.",94000,TikTok Shop,4.9,2618,2020-07-20
FW00279,Rok Plisket Colorbox Terbaru,Fashion Wanita,Colorbox,"Rok Plisket dari Colorbox, warna pastel lembut mudah dipadupadankan.",322500,TikTok Shop,3.9,135,2021-12-27
MM01818,Minuman Serbuk Kobe,Makanan & Minuman,Kobe,"Minuman Serbuk dari Kobe, kualitas premium dengan cita rasa khas nusantara.",104500,Shopee,3.8,2563,2025-06-25
FW00376,Celana Kulot Zara Basic Terbaru,Fashion Wanita,Zara Basic,"Celana Kulot dari Zara Basic, desain feminim elegan cocok untuk kerja maupun jalan.",192500,TikTok Shop,4.8,224,2022-10-14
SK00617,Toner Hydrating Avoskin Edisi Spesial,Skincare & Kecantikan,Avoskin,"Toner Hydrating dari Avoskin, tekstur ringan cepat meresap tidak lengket di kulit.",240500,Tokopedia,5.0,203,2025-05-27
IB01294,Bantal Peang Pigeon Best Seller,Ibu & Bayi,Pigeon,"Bantal Peang dari Pigeon, bahan hypoallergenic bebas bahan kimia berbahaya.",231000,Shopee,4.1,7,2024-06-15
FW00353,Kemeja Oversize Pomelo Premium,Fashion Wanita,Pomelo,"Kemeja Oversize dari Pomelo, bahan adem jatuh dan nyaman untuk aktivitas seharian.",246500,TikTok Shop,4.2,1640,2023-04-16
FW00421,Celana Kulot Berrybenka Edisi Spesial,Fashion Wanita,Berrybenka,"Celana Kulot dari Berrybenka, desain feminim elegan cocok untuk kerja maupun jalan.",297000,TikTok Shop,4.5,231,2020-11-26
FW00448,Tunik Muslim Colorbox Best Seller,Fashion Wanita,Colorbox,"Tunik Muslim dari Colorbox, bahan adem jatuh dan nyaman untuk aktivitas seharian.",348500,Tokopedia,4.7,436,2023-08-10
FW00280,Kemeja Oversize Nona Best Seller,Fashion Wanita,Nona,"Kemeja Oversize dari Nona, model korean style yang sedang tren dan kekinian.",79000,Tokopedia,4.5,375,2023-06-20
FP00014,Hoodie Ouval Premium,Fashion Pria,Ouval,"Hoodie dari Ouval, desain simpel elegan untuk gaya kasual maupun formal.",116000,Tokopedia,3.9,303,2021-03-12
OO01717,Matras Yoga Mills,Olahraga & Outdoor,Mills,"Matras Yoga dari Mills, bahan berkualitas tahan lama untuk aktivitas outdoor.",149500,Shopee,3.8,9709,2023-04-01
GA00982,Powerbank 10000mAh Aukey,Gadget & Aksesoris HP,Aukey,"Powerbank 10000mAh dari Aukey, pengisian cepat kcompatibel untuk semua tipe hp.",67000,Tokopedia,4.4,181,2019-06-24
FP00090,Kaos Polos Wrangler Edisi Spesial,Fashion Pria,Wrangler,"Kaos Polos dari Wrangler, bahan katun premium adem nyaman dipakai harian.",71000,Shopee,4.1,39,2023-04-07
IB01362,Mainan Edukasi Pigeon Edisi Spesial,Ibu & Bayi,Pigeon,"Mainan Edukasi dari Pigeon, bahan hypoallergenic bebas bahan kimia berbahaya.",107000,Tokopedia,4.2,4360,2024-01-28
OO01528,Tas Ransel Gunung Mills Terbaru,Olahraga & Outdoor,Mills,"Tas Ransel Gunung dari Mills, bahan berkualitas tahan lama untuk aktivitas outdoor.",365500,Tokopedia,4.4,3,2024-10-06
MM01855,Cokelat Batang Silverqueen Edisi Spesial,Makanan & Minuman,Silverqueen,"Cokelat Batang dari Silverqueen, rasa gurih dan enak dibuat dari bahan pilihan.",28000,Tokopedia,3.9,44,2019-04-04
OO01544,Sarung Tangan Gym Ortuseight Terbaru,Olahraga & Outdoor,Ortuseight,"Sarung Tangan Gym dari Ortuseight, cocok untuk pemula maupun atlet profesional.",406000,TikTok Shop,4.0,390,2025-04-25
SK00575,Lip Tint Scarlett Best Seller,Skincare & Kecantikan,Scarlett,"Lip Tint dari Scarlett, membantu mengatasi jerawat dan menyamarkan noda hitam.",74500,Tokopedia,4.7,210,2022-12-25
OO01699,Tas Ransel Gunung Eiger Edisi Spesial,Olahraga & Outdoor,Eiger,"Tas Ransel Gunung dari Eiger, cocok untuk pemula maupun atlet profesional.",121500,Shopee,4.8,1339,2021-11-06
OO01513,Botol Minum Sport Eiger Premium,Olahraga & Outdoor,Eiger,"Botol Minum Sport dari Eiger, desain ergonomis anti selip aman digunakan.",306000,Tokopedia,4.2,56,2025-10-03
PR01103,Set Pisau Dapur Greebel Edisi Spesial,Peralatan Rumah,Greebel,"Set Pisau Dapur dari Greebel, praktis multifungsi memudahkan pekerjaan rumah tangga.",181000,Shopee,4.3,12503,2022-07-18
SK00518,Eye Cream Avoskin Premium,Skincare & Kecantikan,Avoskin,"Eye Cream dari Avoskin, tekstur ringan cepat meresap tidak lengket di kulit.",85000,Tokopedia,4.1,1,2020-04-21
GA00761,Softcase Anti Crack Baseus Original,Gadget & Aksesoris HP,Baseus,"Softcase Anti Crack dari Baseus, pengisian cepat kcompatibel untuk semua tipe hp.",289500,TikTok Shop,4.9,2997,2024-01-27
PR01022,Gantungan Baju Oxone Premium,Peralatan Rumah,Oxone,"Gantungan Baju dari Oxone, praktis multifungsi memudahkan pekerjaan rumah tangga.",105500,TikTok Shop,4.1,104,2019-09-26
GA00871,Holder HP Mobil Robot,Gadget & Aksesoris HP,Robot,"Holder HP Mobil dari Robot, kualitas original bergaransi resmi dan awet.",253000,TikTok Shop,4.3,15745,2019-09-17
OO01683,Botol Minum Sport Ortuseight Original,Olahraga & Outdoor,Ortuseight,"Botol Minum Sport dari Ortuseight, ringan nyaman dan mendukung performa saat berolahraga.",197000,TikTok Shop,4.1,19,2023-09-26
SK00508,Eye Cream Skintific Premium,Skincare & Kecantikan,Skintific,"Eye Cream dari Skintific, tekstur ringan cepat meresap tidak lengket di kulit.",214500,Shopee,4.3,33,2025-02-06
OO01507,Resistance Band Eiger,Olahraga & Outdoor,Eiger,"Resistance Band dari Eiger, bahan berkualitas tahan lama untuk aktivitas outdoor.",156000,Tokopedia,3.9,28483,2025-08-09
IB01480,Selimut Bayi Sleek Original,Ibu & Bayi,Sleek,"Selimut Bayi dari Sleek, lembut dan aman untuk kulit sensitif bayi.",79000,TikTok Shop,4.1,49,2022-02-06
SK00579,Toner Hydrating Skintific Terbaru,Skincare & Kecantikan,Skintific,"Toner Hydrating dari Skintific, aman untuk kulit sensitif dan sudah bpom terdaftar.",120500,Tokopedia,4.2,3023,2019-02-10
FW00408,Dress Casual Pomelo Edisi Spesial,Fashion Wanita,Pomelo,"Dress Casual dari Pomelo, model korean style yang sedang tren dan kekinian.",282000,Shopee,3.9,422,2024-01-15
FW00391,Outer Blazer Vanilla Hijab Premium,Fashion Wanita,Vanilla Hijab,"Outer Blazer dari Vanilla Hijab, desain feminim elegan cocok untuk kerja maupun jalan.",347000,Tokopedia,4.8,3227,2020-05-19
SK00517,Moisturizer Gel Scarlett Best Seller,Skincare & Kecantikan,Scarlett,"Moisturizer Gel dari Scarlett, aman untuk kulit sensitif dan sudah bpom terdaftar.",195000,Shopee,4.9,6401,2024-07-05
FW00496,Tunik Muslim Berrybenka Best Seller,Fashion Wanita,Berrybenka,"Tunik Muslim dari Berrybenka, desain feminim elegan cocok untuk kerja maupun jalan.",143500,TikTok Shop,4.5,3111,2019-02-18
OO01561,Sepatu Running Consina Premium,Olahraga & Outdoor,Consina,"Sepatu Running dari Consina, ringan nyaman dan mendukung performa saat berolahraga.",407000,Shopee,4.0,256,2023-01-11
FP00202,Hoodie Emba,Fashion Pria,Emba,"Hoodie dari Emba, model slim fit kekinian cocok untuk anak muda.",57500,Shopee,4.9,282,2021-08-05
GA00839,Kabel Data Type-C Baseus Terbaru,Gadget & Aksesoris HP,Baseus,"Kabel Data Type-C dari Baseus, kualitas original bergaransi resmi dan awet.",334500,Tokopedia,4.6,13272,2021-11-13
PR01032,Rak Serbaguna Claris Original,Peralatan Rumah,Claris,"Rak Serbaguna dari Claris, kualitas food grade aman digunakan sehari hari.",292000,Tokopedia,4.2,29645,2023-07-06
OO01581,Skipping Rope Adidas Premium,Olahraga & Outdoor,Adidas,"Skipping Rope dari Adidas, bahan berkualitas tahan lama untuk aktivitas outdoor.",315500,Tokopedia,3.8,5933,2021-12-25
MM01755,Cokelat Batang Silverqueen Best Seller,Makanan & Minuman,Silverqueen,"Cokelat Batang dari Silverqueen, kemasan praktis cocok untuk stok camilan di rumah.",157500,TikTok Shop,4.8,1392,2020-06-04
FP00026,Hoodie Cardinal Premium,Fashion Pria,Cardinal,"Hoodie dari Cardinal, model slim fit kekinian cocok untuk anak muda.",345000,Tokopedia,4.4,11499,2024-09-22
GA00884,TWS Bluetooth Aukey Original,Gadget & Aksesoris HP,Aukey,"TWS Bluetooth dari Aukey, kualitas original bergaransi resmi dan awet.",220500,Shopee,3.9,319,2022-04-08
IB01382,Selimut Bayi Sweety Terbaru,Ibu & Bayi,Sweety,"Selimut Bayi dari Sweety, lembut dan aman untuk kulit sensitif bayi.",102500,Tokopedia,4.0,9817,2019-12-26
FP00158,Celana Jeans Greenlight,Fashion Pria,Greenlight,"Celana Jeans dari Greenlight, model slim fit kekinian cocok untuk anak muda.",214500,Tokopedia,4.6,25056,2024-09-15
OO01523,Raket Badminton Consina,Olahraga & Outdoor,Consina,"Raket Badminton dari Consina, cocok untuk pemula maupun atlet profesional.",83000,TikTok Shop,3.8,15965,2025-10-24
MM01985,Kopi Robusta Tango Best Seller,Makanan & Minuman,Tango,"Kopi Robusta dari Tango, kemasan praktis cocok untuk stok camilan di rumah.",142500,Tokopedia,3.9,7989,2022-06-16
FP00029,Jaket Bomber Cardinal Premium,Fashion Pria,Cardinal,"Jaket Bomber dari Cardinal, model slim fit kekinian cocok untuk anak muda.",337000,TikTok Shop,4.2,2838,2025-02-18
SK00551,Cushion Matte Azarine Edisi Spesial,Skincare & Kecantikan,Azarine,"Cushion Matte dari Azarine, mencerahkan dan melembapkan kulit wajah secara efektif.",187500,Tokopedia,4.3,5822,2021-10-16
PR01138,Panci Anti Lengket Napolly,Peralatan Rumah,Napolly,"Panci Anti Lengket dari Napolly, praktis multifungsi memudahkan pekerjaan rumah tangga.",39500,TikTok Shop,4.2,4,2024-11-10
GA00888,Tempered Glass Anker Original,Gadget & Aksesoris HP,Anker,"Tempered Glass dari Anker, suara jernih bass mantap cocok untuk gaming dan musik.",25500,Shopee,4.8,28,2025-12-15
FP00144,Sweater Rajut Emba Terbaru,Fashion Pria,Emba,"Sweater Rajut dari Emba, desain simpel elegan untuk gaya kasual maupun formal.",142000,Shopee,4.0,2158,2025-08-25
SK00611,Serum Vitamin C Wardah,Skincare & Kecantikan,Wardah,"Serum Vitamin C dari Wardah, aman untuk kulit sensitif dan sudah bpom terdaftar.",243500,TikTok Shop,4.7,16698,2022-07-14
IB01426,Selimut Bayi Libby Edisi Spesial,Ibu & Bayi,Libby,"Selimut Bayi dari Libby, lembut dan aman untuk kulit sensitif bayi.",34000,Tokopedia,4.6,26,2025-08-06
IB01451,Bantal Peang Libby Terbaru,Ibu & Bayi,Libby,"Bantal Peang dari Libby, bahan hypoallergenic bebas bahan kimia berbahaya.",210500,Tokopedia,4.3,35,2023-02-09
SK00649,Micellar Water Wardah Original,Skincare & Kecantikan,Wardah,"Micellar Water dari Wardah, membantu mengatasi jerawat dan menyamarkan noda hitam.",168000,Shopee,4.0,1896,2024-02-16
GA00845,Tempered Glass Baseus Best Seller,Gadget & Aksesoris HP,Baseus,"Tempered Glass dari Baseus, kualitas original bergaransi resmi dan awet.",384500,Tokopedia,4.8,20207,2020-10-25
FP00020,Celana Cargo 3Second Premium,Fashion Pria,3Second,"Celana Cargo dari 3Second, bahan katun premium adem nyaman dipakai harian.",244500,TikTok Shop,4.8,15,2022-02-14
FW00332,Dress Casual Berrybenka,Fashion Wanita,Berrybenka,"Dress Casual dari Berrybenka, bahan adem jatuh dan nyaman untuk aktivitas seharian.",386500,Tokopedia,4.7,342,2021-04-22
GA00912,Tempered Glass Rexus,Gadget & Aksesoris HP,Rexus,"Tempered Glass dari Rexus, suara jernih bass mantap cocok untuk gaming dan musik.",188500,TikTok Shop,4.2,4495,2020-10-26
IB01427,Bantal Peang Nuby Original,Ibu & Bayi,Nuby,"Bantal Peang dari Nuby, desain lucu dengan kualitas premium terpercaya.",72500,Tokopedia,4.8,459,2024-10-10
SK00546,Eye Cream Scarlett Best Seller,Skincare & Kecantikan,Scarlett,"Eye Cream dari Scarlett, membantu mengatasi jerawat dan menyamarkan noda hitam.",155000,TikTok Shop,4.7,2533,2023-12-19
MM01878,Minuman Serbuk Madurasa Original,Makanan & Minuman,Madurasa,"Minuman Serbuk dari Madurasa, kemasan praktis cocok untuk stok camilan di rumah.",197500,Shopee,4.3,28568,2019-05-26
OO01587,Botol Minum Sport Nike Best Seller,Olahraga & Outdoor,Nike,"Botol Minum Sport dari Nike, bahan berkualitas tahan lama untuk aktivitas outdoor.",106500,TikTok Shop,3.9,853,2021-09-25
SK00532,Cushion Matte Avoskin Edisi Spesial,Skincare & Kecantikan,Avoskin,"Cushion Matte dari Avoskin, tekstur ringan cepat meresap tidak lengket di kulit.",81000,Shopee,4.5,19869,2021-03-05
FW00402,Atasan Crop Nona Premium,Fashion Wanita,Nona,"Atasan Crop dari Nona, desain feminim elegan cocok untuk kerja maupun jalan.",137500,Shopee,4.9,37,2019-12-24
MM01957,Teh Celup Premium Nabati Premium,Makanan & Minuman,Nabati,"Teh Celup Premium dari Nabati, kemasan praktis cocok untuk stok camilan di rumah.",20000,Shopee,4.5,18894,2023-03-19
MM01826,Kopi Robusta Dua Kelinci Premium,Makanan & Minuman,Dua Kelinci,"Kopi Robusta dari Dua Kelinci, kualitas premium dengan cita rasa khas nusantara.",77000,TikTok Shop,3.8,22,2022-07-21
PR01231,Tempat Sampah Napolly Best Seller,Peralatan Rumah,Napolly,"Tempat Sampah dari Napolly, praktis multifungsi memudahkan pekerjaan rumah tangga.",86000,Shopee,4.4,113,2019-02-13
OO01563,Sarung Tangan Gym Adidas Edisi Spesial,Olahraga & Outdoor,Adidas,"Sarung Tangan Gym dari Adidas, ringan nyaman dan mendukung performa saat berolahraga.",360000,Tokopedia,4.8,11,2024-04-07
OO01636,Matras Yoga Nike Terbaru,Olahraga & Outdoor,Nike,"Matras Yoga dari Nike, bahan berkualitas tahan lama untuk aktivitas outdoor.",497000,Shopee,4.2,3871,2022-03-20
PR01054,Wadah Bumbu Technoplast Best Seller,Peralatan Rumah,Technoplast,"Wadah Bumbu dari Technoplast, praktis multifungsi memudahkan pekerjaan rumah tangga.",20500,TikTok Shop,4.6,27553,2024-10-21
OO01501,Dumbbell Set Consina,Olahraga & Outdoor,Consina,"Dumbbell Set dari Consina, bahan berkualitas tahan lama untuk aktivitas outdoor.",379000,Shopee,4.5,3,2024-12-05
MM01829,Madu Murni Dua Kelinci,Makanan & Minuman,Dua Kelinci,"Madu Murni dari Dua Kelinci, kemasan praktis cocok untuk stok camilan di rumah.",180500,TikTok Shop,4.1,484,2020-03-01
IB01364,Mainan Edukasi Sleek Original,Ibu & Bayi,Sleek,"Mainan Edukasi dari Sleek, bahan hypoallergenic bebas bahan kimia berbahaya.",234000,Tokopedia,3.9,50,2023-08-23
IB01319,Sabun Bayi Sweety Edisi Spesial,Ibu & Bayi,Sweety,"Sabun Bayi dari Sweety, bahan hypoallergenic bebas bahan kimia berbahaya.",200000,Shopee,4.1,263,2020-02-03
